channel_id,name,url,subscribers,country,videos,views,status,reject_reason,description
UCBbUtgxI8uP2Dn5_RzWKNIw,Max Postnikov AI,https://www.youtube.com/@postnikov,1740,ES,73,82550,accepted,,"Технологии, общество, искусственный интеллект Cистемы управления знаниями AI-Агенты "
UCiGWNa6QK6CiKPvv5-YPv8g,Sabrina Ramonov 🍄,https://www.youtube.com/@sabrina_ramonov,290000,,1976,17010043,accepted,,"👇 FREE AI Prompts, Playbooks, & Agents👇  I'm Sabrina Ramonov. I'm on a mission to teach 1 million people AI. I'm also the solo founder of Blotato.com. It's an A"
UCQEI8d3jNSxZz1tSyIfXhfw,AI Daily,https://www.youtube.com/@aidaily-o7g,29200,US,41,111074,accepted,,"Stay ahead with AI Daily, where the world of artificial intelligence comes alive every day. We bring you the latest AI news, tools, tips, and breakthroughs - fr"
UCKWaEZ-_VweaEx1j62do_vQ,IBM Technology,https://www.youtube.com/@ibmtechnology,1710000,US,1665,120491125,rejected,subscriber_out_of_range,"Whether it’s AI, automation, cybersecurity, data science, DevOps, quantum computing or anything in between, we provide educational content on the biggest topics"
UCF4Wxdo3inmxP-Y59wXDsFw,MBCNEWS,https://www.youtube.com/@mbcnews11,6180000,KR,386132,28895901244,rejected,subscriber_out_of_range,"MBC 뉴스 공식 유튜브 채널입니다. 시청자 여러분의 의견과 제보를 항상 기다립니다.  세상과 소통하는 시간, MBC 뉴스와 함께 하세요!"
UC0TkWPWPAFft1VdwHD778jg,The Digital Junction,https://www.youtube.com/@thedigitaljunctionrpr,193,IN,100,18531,rejected,subscriber_out_of_range,The Digital Junction is your one-stop destination for professional digital services and career-building training programs.  We specialize in: 🌐 Website Design &
UCQVffE0ndWkhh6wm8zpNcmQ,Ai with Rajpalsinh ,https://www.youtube.com/@ai-with-rajpalsinh,1090,,80,75203,accepted,,"Welcome to Rajpalsinh AI – your daily dose of the latest AI tools, automation, and productivity boosters!  📧  Email : rajpalsinh.zala.ai@gmail.com  Whether you’"
UCPF2wG-7c3IBTQkekTNLZtw,China today ,https://www.youtube.com/@chinatoday-8789,2120,IN,231,4250919,accepted,,🙏🙏🙏🙏🙏Welcome to My YouTube Channel 🙏🙏🙏🙏🙏🙏
UCfxw1D43rKaJRXYv9tnA7mg,Vaartha Vanii,https://www.youtube.com/@meevaarthavani,1110,IN,123,326795,accepted,,Telugu vaarthalu na style lo mee kosam...  like share and subscribe 🔔
UCjVoMCWoHnbLWukHbrHrzvQ,totallyrealnews,https://www.youtube.com/@totallyrealnews22,55,,235,74839,rejected,subscriber_out_of_range,
UCF8OQqhdMIVB01WHVDoGaRw,Luxmi Shanker,https://www.youtube.com/@luxmishanker,16500,IN,677,1070724,accepted,,"Welcome to Luxmi Shanker – your ultimate destination for exploring the cutting-edge world of Artificial Intelligence! Whether you're a tech enthusiast, develope"
UCDbI1f2nh86S9Np8EJT_S2g,Everyone Needs A Samwise,https://www.youtube.com/@everyoneneedsasamwise,4,,46,2242,rejected,subscriber_out_of_range,Welcome to Everyone Needs A Samwise — where AI meets imagination and time travel gets a comedic twist. Follow Sam (and his wild little sidekicks) as they accide
UCtFQDgA8J8_iiwc5-KoAQlg,ANI News,https://www.youtube.com/@aninewsindia,9530000,IN,153576,7293417465,rejected,subscriber_out_of_range,"Welcome to official channel of ANI. Powered by South Asia's leading news agency, ANI News on YouTube brings you the latest news round the clock.  ANI is providi"
UCrrXvYmau-9oMA6XJKZS2fQ,DWS News,https://www.youtube.com/@dwsofficial,306000,US,37553,143563369,accepted,,"Welcome to DWS News – Your Global Lens on Politics & Power.  At DWS News, we bring you sharp, reliable, and timely coverage of international affairs, diplomacy,"
UCoYZg0JUn7SuLQI7WBUsvjg,Journey Towards Karbala,https://www.youtube.com/@journeytowardskarbala,46100,PK,553,5233256,accepted,,لَا إِلٰهَ إِلَّا ٱللَّٰهُ، مُحَمَّدٌ رَّسُولُ ٱللَّٰهِ
UCj2NnVK7lDDw5fM8b8vfdHQ,Johann Sathianathen,https://www.youtube.com/@johannships,1700,,327,189206,accepted,,"i'm johann. 22. bootstrapped founder building calm, profitable companies from chiang mai.  sold my first company at 20. now building cyndra.ai, deploying AI emp"
UCYfx-pj3diRhIOxhW5TDfOw,SADGA STUDIOS ,https://www.youtube.com/@sadgastudios,114,,30,29355,rejected,subscriber_out_of_range,"🎬 Welcome to SADGA STUDIOS 🎬 –  Where Every Frame Tells a Story!  Step into the world of visual storytelling! We bring you original short films, engaging storie"
UCfJT_eYDTmDE-ovKaxVE1ig,Kevin Stratvert,https://www.youtube.com/@kevinstratvert,4290000,US,1300,676327678,rejected,subscriber_out_of_range,"Learn AI, productivity tools, and modern software with fast, step-by-step tutorials.  From tools like ChatGPT (OpenAI), Claude (Anthropic), Google Gemini, and M"
UC8Th9nPfTvWzLsIswTXpmKQ,Sachdeva AI,https://www.youtube.com/@sachdevaai,24800,IN,191,2110710,accepted,,"Namaste 🙏, I am Guarav Sachdeva.  When I was in school, I watched *Iron Man* for the first time — and like many others, I was fascinated by JARVIS. The idea of "
UCrFmkVRyIrvDxxEhFSk6C7g,Anesh Gautam TrendMaster TV,https://www.youtube.com/@aneshgautamtrendmastertv,8990,IN,600,5035778,accepted,," Hindu Dharm Granthon Ki Sattita | #जय_भीम​​ #नमो_नमः​​ 🙏#HinduDharm​​ #यूट्यूब​ #hindugranth​ Anesh Gautam 🕉️ हिन्दू धर्म ग्रन्थों की वास्तविक सत्त्यता की, ✊ ब"
UCXo0fazQabsLonrHH4t9fBg,TJ Robertson,https://www.youtube.com/@tjrobertsondigital,2510,,361,301669,accepted,,"TJ Digital delivers real results for small businesses. No smoke and mirrors, no hidden fees, just effective digital marketing that brings you more customers at "
UC9l7k2zxXB1h8subBOv7j9A,Rohail ur Rehman ,https://www.youtube.com/@rohailurrehman131,18,,8,13737,rejected,subscriber_out_of_range,
UCPiTByStMUEKpO5DVhefnrA,The FP&A Guy,https://www.youtube.com/@thefpandaguy,30000,US,1385,738572,accepted,,"Welcome to The FP&A Guy's YouTube Channel, your go-to channel for all things Financial Planning & Analysis (FP&A)! Whether you're a finance professional, an asp"
UClvNxMMKqA8LsGo_xGSRqUA,Digital High School ,https://www.youtube.com/@digitalhighschool1,7,,16,2825,rejected,subscriber_out_of_range,"👉 Become a YouTube Manager & AI Content Creator in just 6 months A structured 6-month live mentorship program where you’ll learn how to build, manage, and monet"
UC24s0XKVUFsd1fAnz0b4RIg,FutureYTX,https://www.youtube.com/@futureytx,0,IN,9,1968,rejected,subscriber_out_of_range,India ka #1 Hidden AI Tools Channel Students aur Creators ke liye Har hafte nayi Secret AI Tools 🚀  Subscribe and join the future with FutureYTX 🔥  
UC5T7D-Dh1eDGtsAFCuwv_Sw,7NEWS Australia,https://www.youtube.com/@7news,2200000,US,41026,1445914067,rejected,subscriber_out_of_range,"7NEWS is Australia's most-watched news service, delivering breaking news, deep analysis and stories that matter to millions across metro and regional markets ev"
UCvGHPCYYn23gQPu5wx5MblQ,Skilder,https://www.youtube.com/@skilder_ai,14,,25,3461,rejected,subscriber_out_of_range,We're developers who know the frustration of seeing powerful AI integrations fail to translate into real business value. We built skilder to bridge the semantic
UCR2z2GudM2GNeAn3keBa7LQ,Vedant Mahanta ,https://www.youtube.com/@vedantgpt,325,IN,29,19924,rejected,subscriber_out_of_range,"🎯Goal - 1000 Subscribers Till 20 June 2026  🔥 Welcome to **VedantGPT** the ultimate AI & Tech Hub!🔥  On this channel, you'll discover the latest AI Tools, Free "
UCEcEZdnUG6yHGczVAflH--g,StudyIQ Judiciary,https://www.youtube.com/@studyiqjudiciary,1280000,IN,18033,283422196,rejected,subscriber_out_of_range,"StudyIQ Judiciary is a premier educational YouTube channel that offers top-quality online education for various legal competitive exams such as Judiciary, CLAT,"
UCc7hgq1vN3OT3QyoBRWZ9XQ,Tech Plus AI,https://www.youtube.com/@techplusaivideos,17400,,362,2645994,accepted,,🔥 Let's Explore A.I. World Under 60 Sec Ft. Tech Plus Gadgets 
UCR2BB3M8gOCoWi4PvM2kW8A,Ak decode Ai,https://www.youtube.com/@akdecodeai,1,IN,2,0,rejected,subscriber_out_of_range,"🚀 Welcome to AK Decode AI  Yahan hum AI, Technology, Startups aur Future Trends ko simple Hinglish me decode karte hain.  🔹 Latest AI Tools Reviews 🔹 AI News & "
UChpleBmo18P08aKCIgti38g,Matt Wolfe,https://www.youtube.com/@mreflow,960000,US,712,74046013,accepted,,Sifting through all the AI noise to share what actually matters - New videos every Friday (and probably some in between too)  Discover More: 🛠️ Explore AI Tools
UC1T95qVX-_RtOMPYYwoRWLQ,AI Growth Lab,https://www.youtube.com/@muhammadtanveer-8228,50,US,73,1390,rejected,subscriber_out_of_range,"Welcome to AI Growth Lab.  This channel helps you discover the best AI tools, websites, and smart technologies that can improve productivity and help you grow i"
UCawZsQWqfGSbCI5yjkdVkTA,Matthew Berman,https://www.youtube.com/@matthew_berman,613000,US,1023,83266475,accepted,,"My mission is simple: to make the benefits of AI and emerging technology accessible to everyone, everywhere. I believe we are witnessing the most important tech"
UCUntvB7Vk6v_CczLe2eA6gg,GenZ Money Lab,https://www.youtube.com/@genzmoneylab-j7x,3,US,4,28,rejected,subscriber_out_of_range,"Welcome to GenZ Money Lab 🧪💵  We test FREE AI tools so you don’t have to.   If you’re 13-19 and want to make money online in 2026 without showing your face, wit"
UCD4EOyXKjfDUhCI6jlOZZYQ,Eli the Computer Guy,https://www.youtube.com/@elithecomputerguy,1120000,US,1602,95833948,rejected,subscriber_out_of_range,
UCv5YT08f0FstwQWnuD9vbDQ,aurelie0105,https://www.youtube.com/@aurelie0105,526,,354,76961,rejected,subscriber_out_of_range,
UCZ-gWeoEMcI608aAPn_LPCw,FutureEdge,https://www.youtube.com/@futureedgecm,6,US,21,3190,rejected,subscriber_out_of_range,
UCKvZPJj8eorECCB7-d_kKxw,VizAcX Technology ,https://www.youtube.com/@vizacx_technology,645,IN,28,44705,rejected,subscriber_out_of_range,Driven by Vision... Powered by Action 
UCFqXmQ56-Gp1rIKa-GoAJvQ,Andy Stapleton,https://www.youtube.com/@drandystapleton,376000,AU,716,32659504,accepted,,"I'm Here To Help You Navigate Academia & AI Like a Pro I break down the insider secrets of academia so you can work smarter, publish faster, and stay ahead — wi"
UCLBBtPFnStPsUhR7lYGkA5w,Tapash Roy (KSB),https://www.youtube.com/@tapashroykashiabari1996,49,,100,6633,rejected,subscriber_out_of_range,"নমস্কার, সকলকে স্বাগত জানাই আমাদের ইউটিউব চ্যানেল "" Tapash Roy kashiabari"" তে। এই চ্যানেলে প্রতিদিন  সরকারি খবর, সরকারি চাকরির খবর, পার্সোনাল ব্লগ,কমেডি ভিডিও, "
UCbxiJEmJwSBwMrk9W4hRD8Q,IowaPodcast,https://www.youtube.com/@iowapodcast,904,US,1070,391019,rejected,subscriber_out_of_range,"IowaPodcast.com is home to The Iowa Podcast, Iowa Ag Podcast, Iowa Tech Podcast and Iowa Manufacturing Podcast. We reach more than 70,000 Iowans per month and a"
UCsNEdCo_KHmqqD-hV35yaSA,Soch Digital,https://www.youtube.com/@sochdigital,67000,AR,221,11250108,accepted,,"Subscribe & Support Independent Voices Soch Digital is your go-to digital-first channel where stories meet curiosity, insight, and impact. We create thought-pro"
UC6AExb1ONeCm7PM07jPPjDw,Hackwithsim ,https://www.youtube.com/@hackwithsim,63,,26,5436,rejected,subscriber_out_of_range,"AI tools, work hacks, honest reviews 💻 if it saves me time, I’m posting it ⏰"
UCh7dyZMOHspOSnDYTNfyMSA,Tech Tutorials with Piyush,https://www.youtube.com/@techtutorialswithpiyush,112000,CA,567,7825604,accepted,,"Welcome to this channel, where you can confidently learn about cloud computing, DevOps, Kubernetes, and the latest IT industry trends. As a technology enthusias"
UC1B5zikvcINPnYs_StY8fmQ,Wbro,https://www.youtube.com/@wbrooz,1050,,63,1305786,accepted,,Subscribe me W
UCp1QX_3b__NFb2uze-AcS4Q,Positive News 0.2,https://www.youtube.com/@positivenews0.2,43,,22,34305,rejected,subscriber_out_of_range,"🌟 Welcome to Positive News 🌟 यहाँ आपको मिलेंगी अच्छी, प्रेरणादायक, सकारात्मक और उम्मीद जगाने वाली खबरें। हमारा उद्देश्य दुनिया की अच्छी बातें, प्रेरणादायक कहानि"
UC1IUVz1NctdP2JyM9298PXw,TechFácil,https://www.youtube.com/@t3chfacil,1500,BR,27,206931,accepted,,"Oi! Eu sou o Tech-o, estudante de Análise e Desenvolvimento de Sistemas.  Compartilho minha jornada aprendendo programação e busco ajudar outras pessoas que tem"
UCQ54cW22blMPh6v9od5T-Cg,Vid Explan,https://www.youtube.com/@videxplan,524000,IN,530,40769721,accepted,,"HIGGS-PM4JR 𝗛𝗲𝗹𝗹𝗼 Everyone, welcome! For business inq cont. : nextzencreation@gmail.com  VidExplan ID is your go-to source for valuable tips  Our focus on techn"
UC8-RRjbgkbWzhHqF8K-HWNg,Ritesh Hegde - Your AI Partner,https://www.youtube.com/@ritz7ai,7460,IN,1236,506975,accepted,,"Welcome to Ritz7 AI, where we make tech simple, fun, and accessible for everyone — even if you're not a techie.  Our goal is to educate, guide, and help you bui"
UC6DXCe07c8aaT6W-v94F25w,EVST ROBOT,https://www.youtube.com/@evstrobot,3160,HK,3107,1948965,accepted,,Welcome to EVST ROBOT (formerly EVS ROBOT). Our channel features: 1) Robot and AI Stories and Knowledge 2) Product Showcases & Training.   *Products and servcie
UCi7Zk9baY1tvdlgxIML8MXg,CTV News,https://www.youtube.com/@ctvnews,2330000,CA,129992,2946823434,rejected,subscriber_out_of_range,"CTV News is Canada's most-watched news organization both locally and nationally, and has a network of national, international, and local news operations."
UC9HXlWGUcL6Rg4saFsv3pLA,Jiddi Boy,https://www.youtube.com/@jiddiboy.,2490,,187,1703908,accepted,,Hello guys  My new channel  I used green screen to make video Please subscribe my channel 
UCoZ-A7tOwLB6477pcF7Xdlg,Sadiq Ansari,https://www.youtube.com/@boost851,390,IN,25,63090,rejected,subscriber_out_of_range,Hello 
UCtmdHPiLCiktlwF7D4E87xA,Motivosity,https://www.youtube.com/@motivosity,720,US,153,9819302,rejected,subscriber_out_of_range,Motivosity is the people-first Recognition and Rewards software that unifies your company and engages your employees through gratitude and social connection.   
UC6ME_wQ1G-adIN4nxghDm-w,Education & Cricket,https://www.youtube.com/@educationcricket18,11,,4,370,rejected,subscriber_out_of_range,":  🏏📚 Welcome to Our Channel!  This channel is the perfect destination for students and cricket lovers. We bring you educational content, career guidance, exam "
UCYwBrNUOrF33dEbY2pznH2g,Tech With Gul,https://www.youtube.com/@guljabeen-zz7ep,119,PK,19,14200,rejected,subscriber_out_of_range,"🚀 Welcome to Tech With Gul!  I'm Gul Jabeen, a Data Scientist, AI Product Leader, and Director of Engineering passionate about making AI simple and accessible f"
UCgXQATm41-K4k8tizLmTtdg,Srushti Says So,https://www.youtube.com/@srushtisaysso,172,IN,12,7262,rejected,subscriber_out_of_range,🎥 Welcome to Srushti Says So! Hello I talk about daily haalchaal that turn into marketing idea :)  
UCerSRoMkAUKuGfsREI0woRQ,Bhuvanyu Sharma,https://www.youtube.com/@bhuvanyusharma,32400,US,462,69122,accepted,,"Here To Educate & Entertain.  Video content regarding Finance, Product Psychology, Business and Sales. Musings on markets, understanding them and eventually fin"
UCQNE2JmbasNYbjGAcuBiRRg,조코딩 JoCoding,https://www.youtube.com/@jocoding,739000,KR,2391,228358792,accepted,,"누구나 배울 수 있는 쉬운 코딩 채널을 만들어가는 조코딩입니다. 프로그래밍에 대해 아무것도 모르더라도 개발이 가능하도록 기초부터 차근차근 쉽게 설명해드립니다. 또한, 단순히 코딩 지식을 배우는 것을 넘어서 웹, 앱, 게임 같은 결과물을 만들고 비즈니스 모델을 만들어 수익화 하거나 주식/"
UCSKgOW8Pg_eZymYJyJc432g,Dainik Jagran - दैनिक जागरण,https://www.youtube.com/@dainikjagran,10900000,IN,108754,4843712847,rejected,subscriber_out_of_range,Jagran.com एक प्रमुख ऑनलाइन हिंदी समाचार Website है जो जागरण प्रकाशन लिमिटेड की डिजिटल इकाई जागरण न्यू मीडिया के बैनर तले संचालित होती है और हिंदी-भाषी पाठकों क
UCyI4QLEBjWNRb8nW5DPnhHA,Austin Armstrong,https://www.youtube.com/@socialtypro,642000,US,1577,71808346,accepted,,"Hi, I'm Austin Armstrong! Life long digital marketer and CEO of Socialty Pro and Syllaby. This channel shares useful websites, AI websites, and digital marketin"
UC-rVboU-rfgaTHhcoE79nHQ,Queez,https://www.youtube.com/@queezquiz,5,GR,209,395,rejected,subscriber_out_of_range,Think you're smart? Let's find out. 🎯  🧠 Quick quizzes to test your knowledge 💡 Mind-blowing facts you never knew  One question. Four choices. Can you beat the 
UCw7iV-b4LircM2ugUJTJXSg,Vico Khang,https://www.youtube.com/@vicolizetraining,6570,US,2703,1367883,accepted,,"Vico Khang 📍 Bangkok, Thailand 🤖Help Real Estate Agents 2x Their GCI with AI Agents  ✨Remote No-Code AI Agency Training for Everyone  🦾Join 2000+ entrepreneurs "
UCaJBwb7XkojUOPbz_6uzPag,EWTN News ,https://www.youtube.com/@ewtnnews,286000,US,3982,109484265,accepted,,"This is the official YouTube channel of EWTN News. We provide reliable, free, up-to-the-minute news affecting the Catholic Church, with a particular emphasis on"
UCgkApalw5crKXOtr_mqtPQg,Agentic AI Foundation,https://www.youtube.com/@agenticai-foundation,12900,US,257,388034,accepted,,The advent of agentic AI represents a new era of autonomous decision making and coordination across AI systems that will transform and revolutionize entire indu
UC1sv8XOUNmTGTFUGR4u5Ipg,Code & Calm,https://www.youtube.com/@aitytech,34,JP,150,49571,rejected,subscriber_out_of_range,
UCOXvHB-wIjBfFFAwv-49y9A,Everything AI,https://www.youtube.com/@everythingai-n1s,2,,241,809,rejected,subscriber_out_of_range,Dark Surf by ACAE — coastal dark streetwear. Built for the darker side of the coast. Shop: acae.life  
UCuwpzP90g1LuGk6JUNms_AQ,Metics Media,https://www.youtube.com/@meticsmedia,611000,CH,234,39930104,accepted,,Welcome to Metics Media – your go-to source for in-depth tutorials on the best website builders and online platforms. Whether you're creating your first website
UC6ZFN9Tx6xh-skXCuRHCDpQ,PBS NewsHour,https://www.youtube.com/@pbsnewshour,5290000,US,61129,3109588218,rejected,subscriber_out_of_range,"Watch PBS News for daily, breaking and live news, plus special coverage. We are home to PBS News Hour, ranked the most credible and objective TV news show. "
UC4EsyD1bYCZtOvxrGjtKOyQ,90 Segundos Noticias,https://www.youtube.com/@90segundosnoticias,198000,CO,16214,113765872,accepted,,"90 Segundos Noticias es un canal independiente de periodismo digital en Colombia. Somos imparciales, objetivos y honestos en nuestro trabajo: sin prejuicios ni "
UCr_JmMmZntUFfyCEGWVIorQ,sabanciuniversity,https://www.youtube.com/@sabanciuniversity,11600,TR,1875,44419393,accepted,,Türkiye’de program seçme özgürlüğü sunan ilk üniversiteyiz!
UCn75vF3UxwWeWPAY4-5Z6HQ,TraderTV Live,https://www.youtube.com/@tradertvlive,568000,CA,7120,105571122,accepted,,TraderTV Live – YouTube’s Business News Network Streaming the stock market live Mon–Fri 8:00 AM‑4:00 PM ET. • Real‑money trades & analysis: veteran prop traders
UCSUGyg90Fbl8wxLPo14dU9w,AI as is,https://www.youtube.com/@ai-as-is,583,US,110,138523,rejected,subscriber_out_of_range,"AI news, Interviews, trends and voices that matter, all in one feed. "
UCPMAdU6S8YMKGBsagd6QTnQ,Nidhi Kumari,https://www.youtube.com/@nidhikumari-o8r6z,118,,59,27126,rejected,subscriber_out_of_range,“🚀 0 se earning sikha rahi hu 🚀 Freelancing | Real talk | No bakwas” “Helping you earn online 💸 Freelancing | Skills | Growth”   Our goal: Turn your Hard Work i
UCJMcrMgbhBjqHybY3SDrHtg,Apex Feed,https://www.youtube.com/@apexfeed-j3w,0,,2,48,rejected,subscriber_out_of_range,
UCJjOUcWR0o2vdfdKOpfkv8A,Tanay Kothari Clips,https://www.youtube.com/@tanay.kothariclips,127,,97,202410,rejected,subscriber_out_of_range,"👇 For entrepreneurs, startups, and business owners. Stop typing, start flowing. With Wispr Flow AI, use your voice to type.  Official Fan Page for CEO of Wispr "
UCry3suiu7u1apD6FM_Q2Xtg,Mitch Barham | Beardpreneur,https://www.youtube.com/@beardpreneur,1950,US,1247,442821,accepted,,"AI agents and agentic workflows for business owners scaling profitably. We build with Claude Code, Claude with co-work, and other AI systems to help you automat"
UCbiqJ4eCklmBJ7Y5DE5DFgw,AIDiscoverIes,https://www.youtube.com/@aidiscoveries-q5b,7,US,12,290,rejected,subscriber_out_of_range,"Welcome to a channel focused on the future of AI, jobs, money, and global change.  Here, we break down how artificial intelligence is transforming the world—res"
UC6Oj8FNuH4KCO4MaBSBOBqQ,Work Space Talk Show,https://www.youtube.com/@workspacetalkshow,46,US,44,11297,rejected,subscriber_out_of_range,"The Work Space Talk Show covers the people, projects, and decisions shaping commercial real estate today. From ownership and property management to construction"
UCh_bSyL_Ioa3vZ2h4rCQsEA,The Serious CTO,https://www.youtube.com/@theseriouscto,58400,CA,569,2848767,accepted,,"Tired of being the ""go-to firefighter"" who fixes bugs but never gets promoted?  Welcome to The Serious CTO - where tech wisdom meets storytelling so engaging, e"
UCG6-de1mBBebcA4zI3HLRXQ,DevWithRon,https://www.youtube.com/@devwithron,1,,2,16,rejected,subscriber_out_of_range,
UCacgRtCiBjKeVnnPMU44ung,Daily Denims,https://www.youtube.com/@dailydenims,6480,SK,107,654502,accepted,,The central hub for the Denims Industrial Complex. (Unofficial fan-run channel - not affiliated with Denims)  The politics streamer that actually does gaming. W
UCCEGnnlK7M0b21huDBLfeMA,Logan Khorram ,https://www.youtube.com/@logankhorram,1730,US,138,248099,accepted,,Just a guy trying to promote good news in this Wild Wild West they call the internet!   
UCAlwrsgeJavG1vw9qSFOUmA,AIM Network,https://www.youtube.com/@aimmediahouse,315000,IN,4959,39306102,accepted,,"AIM Network (formerly AIM Tv) is where India’s AI, tech, and business stories come alive. With 270K+ subscribers and 3K+ videos, we bring you sharp analysis, br"
UCtBFq_fzk_qDMClmnMZEB1g,FranksWorld of AI,https://www.youtube.com/@franksworldtv,3330,US,3344,1080645,accepted,,"Welcome to Frank's World of AI  – Your Ultimate Hub for Artificial Intelligence, Machine Learning, and Data Science Insights! 🌟  Are you ready to unlock the pow"
UC2M61YK4ntt9iK-23XhDwcw,udn video,https://www.youtube.com/@udn-video,788000,TW,120415,2699208394,accepted,,"六十年的聯合報，躍上影音電視，最專業的內容，展現最具實力的影音資訊。As the first convergent media in Taiwan, udntv provides the richest and the most professional video contents for the Chinese-s"
UCnnYqSNKKygemgmxC9PyLTw,Ludo Salenne,https://www.youtube.com/@ludovicsalenne,263000,FR,440,17409967,accepted,,"Hello c'est Ludo ! Je n'ai pas attendu #ChatGPT pour faire de l'#IA → entrepreneur dans le Digital depuis 2013 (CoupdeVieux 😅), j'ai conseillé et formé 13 000+ "
UCAV7mFPYjJsaLbxm2MOo7eg,Mohamed Aziz ben Romdhane,https://www.youtube.com/@zizoobenromdhane2251,0,,6,150,rejected,subscriber_out_of_range,
UCl7Ise0BWIeyI_wc_pIZiww,Steven Tielen,https://www.youtube.com/@steventielen2000,2,,25,3325,rejected,subscriber_out_of_range,Free AI tools I use to save time and create content
UCZztYQ92spDvATheH0l0f_g,Tech Bluster,https://www.youtube.com/@techblusterx,9,IN,12,14864,rejected,subscriber_out_of_range,"Welcome to Tech Bluster — your destination for smart tech content, easy tutorials, honest reviews, tips & tricks, unboxing videos, AI tools, cybersecurity aware"
UCC0tF_rZOXE8-4-4oT5jNFA,Dami Reyes,https://www.youtube.com/@job_tippsraluy,2090,,233,20743577,accepted,,Use DAMA50 for 50% off 👇
UCn-LrHNSs5UefYS1tUbmgWg,Future Ready Leadership With Jacob Morgan,https://www.youtube.com/@jacobmorgan,105000,US,2709,6499617,accepted,,"Work is changing faster than most leaders realize. AI, automation, hybrid work, economic shifts, and rising expectations are transforming jobs, organizations, a"
UCsZZtqs1ReDaI11wq0t0kJA,__beginnerscode__,https://www.youtube.com/@__beginnerscode__3584,890,GB,169,1335038,rejected,subscriber_out_of_range,Since August 2020 I've been teaching myself how to code. I started learning Python and have also been learning Django to create websites. I found YouTube was ve
UCBwhHPBBxjUoTCMD90KQU3g,Observe AI,https://www.youtube.com/@observe_ai,13,,351,19417,rejected,subscriber_out_of_range,"Daily AI news, breakthroughs, and tools.  Observe_AI covers everything happening in artificial intelligence right now: new model releases, AI research breakthro"
UCSMnaRiYnrAAc1DKPk-NGEA,AI Ed Automations,https://www.youtube.com/@aiedautomations,2,,10,113,rejected,subscriber_out_of_range,AI for business owners⚡ Consulting + free tools💡 Start using AI today→ ai-ed.app
UC3uJIdRFTGgLWrUziaHbzrg,NDTV Profit,https://www.youtube.com/@ndtvprofitindia,1630000,IN,62855,726736508,rejected,subscriber_out_of_range,NDTV Profit is a multi-platform news network powered by an integrated newsroom.         ------------------------------------------------------------------------
UCHsO9q47lb3mp0lgzdtvySw,Pau Rodríguez - IA & Automatización,https://www.youtube.com/@pauestrategia,1510,ES,516,146555,accepted,,"Soy Pau Rodríguez, CEO y cofundador de D-IA, una consultora especializada en automatización e inteligencia artificial aplicada a la gestión empresarial. En este"
UCBx60dT6CWH-Xe7cNENTQ3A,NY1,https://www.youtube.com/@spectrumnewsny1,33900,US,2277,31629516,accepted,,The 24-hour news network dedicated to New York City. 🍎 
UCh_g-B_GFf5v3Fg8ne-gY5g,Pvn vlogs 2328,https://www.youtube.com/@pvnvlogs2328,103,,59,21845,rejected,subscriber_out_of_range,"Hi everyone, welcome to my new YouTube Community. Now you can post on my channel too. To get started, tell me in a post what you'd like to see next on my channe"
UCkHf-C3Rb734PNNeWkLiRkA,AI Tools Daily,https://www.youtube.com/@aitoolsdaily-g1t,1,,8,498,rejected,subscriber_out_of_range,"Welcome to AI Tools Daily!  We explore the latest AI tools, automation software, productivity apps, and emerging technologies that can help you work smarter, sa"
UCjek0czV4o_Nh36yT3k2Lmw,Beyond 2050 AI,https://www.youtube.com/@beyond2050ai-b8c,0,,6,474,rejected,subscriber_out_of_range,"Welcome to FutureTech Africa, where we explore the future of technology, artificial intelligence, smart cities, futuristic gadgets, and innovation across Africa"
UCDNnjEQZZ53z64iCX_cwoQw,Why AI Matters,https://www.youtube.com/@whyaimatterssomuch,3730,US,442,206730,accepted,,"Explore the intersection of Creating, Film Making, IP, Writing, Publishing, and Artificial Intelligence with Why AI Matters on YouTube. As Creators and Publishe"
UCLaaXN4fCWtx1o6h20-nlgg,Career Builder HQ,https://www.youtube.com/@careerbuilderhq,51,,146,32250,rejected,subscriber_out_of_range,"Tired of vague career advice? I'm Tyler a former recruiter helping you get hired with real-world tips, mock interviews, resume strategies, and career truth stor"
UCZFMm1mMw0F81Z37aaEzTUA,NDTV,https://www.youtube.com/@ndtv,15800000,IN,281004,8809926560,rejected,subscriber_out_of_range,"NDTV is one of the leaders in the production and broadcasting of un-biased and comprehensive news, live news and entertainment programs in India and abroad.   N"
UCLZBrjYRsOqWf4N-rCEpU-g,Kore.ai,https://www.youtube.com/@koreai,3080,US,271,61474,accepted,,"Kore.ai, a leader in enterprise AI, accelerates business outcomes from AI with agentic AI applications built on the industry-leading Kore.ai Agent Platform. Its"
UC4uqG9gslrNQpOfLB5sHJHA,Tech Fact Zone,https://www.youtube.com/@techfactzone-v1d,4,US,3,1574,rejected,subscriber_out_of_range,"Welcome to Tech Fact Zone!  Discover amazing AI tools, future technologies, science facts, and mind-blowing innovations from around the world.  New Shorts every"
UCxEN0i81e2tpUz-wLEBFamQ,Maybe Worth Building,https://www.youtube.com/@maybeworthbuilding,41,,8,1805,rejected,subscriber_out_of_range, 
UCGnWWl2Y4_Y-Whws1-1DwvQ,Bà Hàng Xóm 32ωιи,https://www.youtube.com/@bahangxom32winnnnn,1480,,83,4542115,accepted,,
