channel_id,name,url,subscribers,country,videos,views,status,reject_reason,description
UC-JN3EJI6NMn-lVHBUfMJaw,Future Tech Shorts,https://www.youtube.com/@futuretechshorts-e,2,,2,28,rejected,subscriber_out_of_range,"Welcome to Future Tech Shorts!  Get the latest updates on AI tools, technology trends, gadgets, productivity hacks, and digital innovations—all in under 60 seco"
UCi2iv5iVUorfoKjAsB5-fYg,Work With AI,https://www.youtube.com/@workwithai-b3b,3,,4,65,rejected,subscriber_out_of_range,"Welcome to Work With AI — your weekly source for  the best AI tools that save you time and make  your work easier.  Whether you're a graphic designer, freelance"
UCupvZG-5ko_eiXAupbDfxWw,CNN,https://www.youtube.com/@cnn,19600000,US,183556,20739454201,rejected,subscriber_out_of_range,"CNN is the world leader in news and information and seeks to inform, engage and empower the world. Staffed 24 hours, seven days a week by a dedicated team in CN"
UCt21WobcYslvzoeRruQB4Zg,AI-PulseDaily,https://www.youtube.com/@ai-pulsedaily-26,2,GB,18,696,rejected,subscriber_out_of_range,"AI Pulse Daily keeps you current on artificial intelligence — new model launches, research breakthroughs and practical tools — in fast daily briefings for build"
UCdrX8O42UTMUWKiPWQmUvqg,raani kumari,https://www.youtube.com/@raanikumari123,5,,5,5673,rejected,subscriber_out_of_range,single girl 
UCxKvl21tkAfN1Vh_V847CBA,Shivam Tech codes,https://www.youtube.com/@shivamtechcodes,268,IN,9,48990,rejected,subscriber_out_of_range,
UCHIr8reZuvbjTn-Z8LDvFHQ,AwesomeCast,https://www.youtube.com/@awesomecast,687,,4617,1182342,rejected,subscriber_out_of_range,Tech News Banter. Awesome   contact@awesomecast.com
UCm2Fz7aL464TC_0uG_yagng,kumparan,https://www.youtube.com/@kumparan,2200000,ID,45522,1007143199,rejected,subscriber_out_of_range,Bicara Fakta Lewat Berita  Instagram: https://instagram.com/kumparancom  TikTok: https://www.tiktok.com/@kumparan Facebook: https://facebook.com/kumparancom X: 
UCjR1kDZD5GogQXc3-HQgDhg,88 NEWS ,https://www.youtube.com/@news-may88,73,,91,123308,rejected,subscriber_out_of_range,
UC3ExO5tL6w7zftSWOw6_UzQ,Smart Earning Marathi,https://www.youtube.com/@smartearningmarathi-y5x,1,,2,7,rejected,subscriber_out_of_range,"नमस्कार मित्रांनो 🙏 आपले आमच्या Smart Earning Marathi YouTube चॅनेलमध्ये मनःपूर्वक स्वागत आहे.  या चॅनेलवर आम्ही तुम्हाला ऑनलाईन पैसे कसे कमवायचे, घरबसल्या earn"
UCVWYxAlbKMsbA6FgOwLEU5A,MEMESSSS HERE,https://www.youtube.com/@memesofmishra,35,,26,69912,rejected,subscriber_out_of_range,
UCj0-ttmXIrifZXAAPDDEluQ,Vaibhav Sharma,https://www.youtube.com/@iamvaibhavofficial,93,,44,18863,rejected,subscriber_out_of_range,Hi everyone my name is Vaibhav and you can subscribe this channel if you love our country BHARAT  I will try my best to make awareness in our country on every i
UC8rOJh3nXoYJ1VG-oz4ViEQ,AgentsLab-Ritik,https://www.youtube.com/@agentslab-ritik,8,,31,2647,rejected,subscriber_out_of_range,
UCVHFbqXqoYvEWM1Ddxl0QDg,Android Developers,https://www.youtube.com/@androiddevelopers,1420000,,2746,1884937873,rejected,subscriber_out_of_range,"Welcome to the official Android Developers YouTube channel. Get the latest Android news, best practices, live videos, demonstrations, tutorials, and more! "
UCA295QVkf9O1RQ8_-s3FVXg,Aevy TV,https://www.youtube.com/@aevytv,1540000,IN,823,421681123,rejected,subscriber_out_of_range,Collabs: shreyansh@aeoscompany.com | We break down complex educational topics. Intellectual brain food for everybody.  Join us in revolutionizing digital storyt
UC9PUxOYciE4ZeI7sa07CZzQ,Andre Rianda,https://www.youtube.com/@andreriandaa,126,ID,6,365,rejected,subscriber_out_of_range,"Deep dives into AI, technology, and the future, told like documentaries, backed by real research.  Every video breaks down one big shift in tech: what's actuall"
UCp11bjLlypkyEes-F9NsVyg,Marketing School Clips,https://www.youtube.com/@marketingschoolclips,79,,190,58599,rejected,subscriber_out_of_range,"Your daily source for the most relevant marketing news, trends, and insights, brought to you by Neil Patel and Eric Siu.  In each clip, they break down the stra"
UCWJlr6WhflgJ5Gw05N-aiLA,AI Money Hustle ,https://www.youtube.com/@aimoneyhustle-p7x,5,US,4,38,rejected,subscriber_out_of_range,"""Discover AI tools, side hustles, and money tips that can help you work smarter and earn more. New videos every day."""
UCp1AbwaG3y368bkC7hT0e1g,Powerful Minutes,https://www.youtube.com/@powerfulminutes,35,,4,1888,rejected,subscriber_out_of_range,"Uploading broader, motivational, business-friendly, and easy to remember shorts daily. "
UC40ecELuYT9xXxtfJXbTF2A,ToolsdropsAI,https://www.youtube.com/@toolsdropsai,9,,40,8294,rejected,subscriber_out_of_range,"🤖ToolDropsAI brings you the latest AI news, tools, and breakthroughs before they go mainstream. Daily clips on the newest AI models, agentic tools, and tech tha"
UCgBAPAcLsh_MAPvJprIz89w,Aaj TV Official,https://www.youtube.com/@aajtvofficial,1950000,PK,155875,682771029,rejected,subscriber_out_of_range,"Welcome to Aaj TV Official, your trusted source for authentic and up-to-date news from Pakistan. Aaj News covers the latest on current affairs, politics, busine"
UCFtEEv80fQVKkD4h1PF-Xqw,Microsoft,https://www.youtube.com/@microsoft,2180000,US,758,194318027,rejected,subscriber_out_of_range,Our mission is to empower every person and every organization on the planet to achieve more.  Subscribe to Microsoft's official YouTube channel to explore techn
UCwhzHAPFrsc7gt_50e7_dHQ,Brainverse,https://www.youtube.com/@brainverse-llc,12,,26,5865,rejected,subscriber_out_of_range,"Brainverse deploys customized AI agent teams for businesses. Real operators showing real work — not demos, not hype.    Founder Jeff Leggett runs Brainverse on "
UC-pRYaIKu4mxz-sxPmHM1wQ,Simple Python,https://www.youtube.com/@simplepythontipsandtricks,0,,10,446,rejected,subscriber_out_of_range,
UCJB-ZVH9AgSboNtx9zc-LGQ,AASHISH_VISION,https://www.youtube.com/@aashish_vision,0,,4,12,rejected,subscriber_out_of_range,🎥 Creating viral cinematic videos with AI magic 🖤 Moody vibes | Creative edits | Visual storytelling 🚀 New videos regularly...
UC6jlektZeyeDPZOPbQfe0Hg,Complexity Facts,https://www.youtube.com/@complexityfacts,12,IN,56,27623,rejected,subscriber_out_of_range,"Hello everyone! I'm curious about many things especially in tech. I was intrigued by AI and all those stuffs, so I too wanted to do something great and follow m"
UCfeSAfONs_mfsbiae6plGfA,Biru Lama Vines ,https://www.youtube.com/@ayushlamaytcomedian,7,,3,2347,rejected,subscriber_out_of_range,
UCtCEUpy4cVWVw3NRPw5ps7w,Yt Techrun ,https://www.youtube.com/@yttechrun0,269,IN,89,154270,rejected,subscriber_out_of_range,"Indian techie on a mission to break records 🔥 Bringing daily innovation, epic tech content, and big desi energy. Repping with pride. Aiming for the No.1 tech ch"
UCF9-PzKKVJRWxGgUMvQN1eQ,Mas.Zae100,https://www.youtube.com/@mas.zae100,397,,22,75068,rejected,subscriber_out_of_range,Freedom
UCdgbvW1dbML59ZwfRA6ZqbQ,BuildBit,https://www.youtube.com/@buildbit_ai,73,IN,68,43052,rejected,subscriber_out_of_range,"BuildBit is where AI meets execution. We explore the tools, ideas, and innovations shaping the future and break them down into content you can actually use.  Fr"
UCWlubx19cjbhpkMvcdk0Nuw,Future Minute,https://www.youtube.com/@futureminute15,0,SE,1,1,rejected,subscriber_out_of_range,"AI tools, technology tips, productivity hacks, and future tech explained in under 60 seconds. Learn about ChatGPT, AI apps, automation, study tools, and the lat"
UChdRRGT1gVxMbEeU8hU5WGQ,The AI Lab,https://www.youtube.com/@theailab-01,0,,7,30,rejected,subscriber_out_of_range,
UCUI9vm69ZbAqRK3q3vKLWCQ,Mint,https://www.youtube.com/@livemint,1480000,,34080,732740983,rejected,subscriber_out_of_range,"Mint presents the latest business and financial news.  Here, we present studio debates, interviews with key government and business individuals, and feature sto"
UCaSf1ZSZTTxGJ7S_KIdix4g,Digi Global,https://www.youtube.com/@digiglobal2,20,IN,15,1051,rejected,subscriber_out_of_range,"This channel is dedicated to Digital Marketing, SEO, YouTube Growth, Social Media Marketing, AI Tools, Blogging, and Online Earning tutorials in Hindi. Here you"
UCVz6REYjlWX-VReTsOkoT6w,ZNR live,https://www.youtube.com/@znrlive,109,IN,30,2581,rejected,subscriber_out_of_range,"Hello Guys              Welcome to our channel                    🔥FLASHING DEALS 🔥 We are help to pick new gadgets like smartphones, laptops, earphones, wearab"
UCLHZj6sR2sLzscx6r14_2iQ,RBSolutions,https://www.youtube.com/@rbsolutionsworks,98,,214,64171,rejected,subscriber_out_of_range,AI Generated Contents
UCU6ulp0F_teUcpcdps5Y-8g,jenAI,https://www.youtube.com/@jenai_quicknewsglobal,0,,49,741,rejected,subscriber_out_of_range,"I am jenAI, Global & Local News AI Reporter @ Quick News Global (AI). Download our App at: www.quicknews.global We provide news summaries within 45 words and Ne"
UC-9gUDW5TF7L8bFozEUOLGw,Dial Generation AI Hub,https://www.youtube.com/@dialgenai,60,,111,80105,rejected,subscriber_out_of_range,"We make AI simple, practical, and fun for the Dial-Up Generation — Gen Jones, Gen X, and early Millennials. If you’re 40–70 and remember floppy disks, MTV, and "
UCy0OAy6RvdZAuUJSmM2Msiw,Alexander Ford,https://www.youtube.com/@alexanderwford,338,CA,565,116561,rejected,subscriber_out_of_range,"If you're a business owner who wants positive ROAS, I want to talk to you.  I Train Business Owners to Grow Teams, Destroy Bottlenecks & Gain Lifestyle Sanity w"
UCkBwHgmvsRv31cR7Bm6HpFw,Obed Eugene,https://www.youtube.com/@obedeugene,10,,29,5581,rejected,subscriber_out_of_range,"Sharing insights and my journey in building AI Agents for SMB.  ▫️Founder & CEO  at Vigy Ai  ▫️Product Manager at Fixel AI ▫️ex-Meta, Techstars Alum ▫️San Franc"
UCyWJ3AFzs5Ad5oMNX1_AEbA,Class360 Hindi,https://www.youtube.com/@class360-hi,5,,13,9380,rejected,subscriber_out_of_range,"**Class360** में आपका स्वागत है – यह एक AI-powered learning platform है जो **Class 6–12 और competitive exams जैसे JEE, NEET, CUET, Olympiads** की तैयारी करने वा"
UC4QZ_LsYcvcq7qOsOhpAX4A,ColdFusion,https://www.youtube.com/@coldfusion,5210000,AU,573,565324653,rejected,subscriber_out_of_range,"Hi, my name is Dagogo Altraide and I create and narrate all the videos on here. This channel aims to let you experience the cutting edge of the world around us "
UC4GZC-FfDHjkgPOBbyZNRQA,Scott Bogdan,https://www.youtube.com/@scott.bogdan.cloneforce,27,,35,2525,rejected,subscriber_out_of_range,
UC0g90soqzNtRjL1Vh9clRnw,Keshav Yaar,https://www.youtube.com/@keshavyaar-r7q,1,,5,1642,rejected,subscriber_out_of_range,
UCKjU3KzdbJE1EFcHVqXC3_g,CBC News: The National,https://www.youtube.com/@cbcthenational,2140000,CA,37231,1484201854,rejected,subscriber_out_of_range,"The National is the flagship of CBC News, showcasing award-winning journalism from across Canada and around the world. Led by Chief Correspondent Adrienne Arsen"
UCnXn7AQCEX6VtY-cDKKUaDw,Botline News,https://www.youtube.com/@thebotlinenews,2,GB,97,1654,rejected,subscriber_out_of_range,
UCqqssIRfPF_Fpmcra2cJULQ,TrendWire USA,https://www.youtube.com/@trendwireusa-f9i,2,US,8,5805,rejected,subscriber_out_of_range,"Welcome to TrendWire USA – Your Daily Source for Breaking News & Trending Stories!  Stay ahead of the headlines with fast, engaging, and easy-to-understand news"
UCQpBEarOB8xsL-H5fRKpvwg,neural-nexus,https://www.youtube.com/@neuraldashnexusdotnet,311,NL,198,112081,rejected,subscriber_out_of_range,"Welcome to neural-nexus.net,   where you can discover useful GitHub repositories, open-source tools, AI tools, automation projects, developer resources, product"
UC9fJLNvcmCLPtcIO9N5ktRA,Techjhaji,https://www.youtube.com/@techjhaji,206,IN,63,47735,rejected,subscriber_out_of_range,"Hello Everyone!! ""TechJhaJi channel में आपका स्वागत है, Channel से जुड़े रहने के लिए आपको बहुत बड़ा धन्यवाद।""TechJhaJi"" channel उन लोगो के लिए काफी फायदेमंद है जो"
UCKwucPzHZ7zCUIf7If-Wo1g,DD News,https://www.youtube.com/@ddnews,7490000,IN,150702,1877200214,rejected,subscriber_out_of_range,"DD News is India’s 24x7 news channel from the stable of the country’s Public Service Broadcaster, Prasar Bharati. It has the distinction of being India’s only t"
UC43Oh2Q39qiD8jxTJp8-1Lg,CrizoBat,https://www.youtube.com/@sadhanpaul4288,36,,8,4005,rejected,subscriber_out_of_range,
UC6zvQ-3a5qgg2z8bWphI78A,MarketingOpswithSam | AI Automation,https://www.youtube.com/@marketingopswithsam,0,,2,189,rejected,subscriber_out_of_range,
UCK2Ou2pHdc2tSomdV4sCTJw,Vanessa Alfaro,https://www.youtube.com/@vanessaalfaro1,0,,11,1404,rejected,subscriber_out_of_range,
UCURG8Jv8fpoI_yoK5AAbMMQ,News Pinch,https://www.youtube.com/@thenewspinch,1530000,IN,3060,648266673,rejected,subscriber_out_of_range,"ग्राउंड-फ़र्स्ट, तटस्थ, मोहल्ले से देश तक. जो ज़रूरी, दिखाएंगे. बस थोड़ा पिंच के साथ. पिंच माने क्या? जुड़े रहिए, जान जाएंगे.  📩 For Brand Collaborations: busin"
UCY6vq5Qpog_qm5FWTGx8O8Q,Vaanis Journal ,https://www.youtube.com/@vaanisjournal,56,,48,28925,rejected,subscriber_out_of_range,"Hello officers..✨This channel is all about documenting my little cozy world.. basically I am a student, aspirant,content creater and a data analyst.. don't forg"
UCndOiUJm2xPYz86LDy6nvLQ,Bankless Clips 2,https://www.youtube.com/@banklessclips2,0,,6,51,rejected,subscriber_out_of_range,
UCF56HDcp2NXY79numQi66wg,ZoneRosh,https://www.youtube.com/@zonerosh-805r,56,IN,12,61996,rejected,subscriber_out_of_range,Welcome to ZoneRosh!!!  
UCxSAxBhKdNgmjFE-evw8OAg,AI BROS,https://www.youtube.com/@cryptobrosvortex,1230000,US,266,24809293,rejected,subscriber_out_of_range,"Hey bros, welcome to AI BROS. Today, we’re diving into the coolest next-gen AI tech, from powerful AI tools and smart apps to vibe coding, AI agents, robots, au"
UCent9wzKo20IvHWupP9-VHQ,CleverStack Labs,https://www.youtube.com/@cleverstacklabs,44,US,186,31269,rejected,subscriber_out_of_range,"CleverStack Labs is your go‑to hub for mastering productivity in the digital age with AI, smart tech tools, and the power of the internet. We create practical t"
UCJ4U9uZXdhSReTzaTUTE_GA,AEOBRO,https://www.youtube.com/@aeobro,78,US,36,46599,rejected,subscriber_out_of_range,"AI is changing how people find information — and most businesses don't know it yet.  AEOBRO publishes free, plain-English education on how AI systems discover, "
UCtGTigszkH8uhHdUhng1lhw,NeuroxisAI,https://www.youtube.com/@neuroxisai0,35,DE,67,26726,rejected,subscriber_out_of_range,"KI entwickelt sich schneller, als die meisten verstehen.  Neue AI-Modelle können inzwischen Texte schreiben, Bilder generieren, Videos erstellen und ganze Arbei"
UCNZxC2gsx3AeDznckjYwRwA,Mahafuj Alam,https://www.youtube.com/@mahafuj_making_ai_videos,10,,3,9046,rejected,subscriber_out_of_range,
UC5Xu0weYuXE9ktsQs6AzukQ,A.I. Joe,https://www.youtube.com/@aijoeai,19,,162,2780,rejected,subscriber_out_of_range,Applied AI that delivers results. We build custom AI solutions for businesses — and teach non-programmers how to direct Claude Code themselves. No shortcuts. Ju
UCp_F7c59YwtRqFtCKgxFxgA,Ai 24x7 Academy,https://www.youtube.com/@ai24b7,612,IN,48,54260,rejected,subscriber_out_of_range,"Welcome to AI 24x7 Academy..!!  Your online learning destination for Artificial Intelligence, AI Tools, Automation, Technology, and Digital Productivity.  Here,"
UCcyq283he07B7_KUX07mmtA,Business Insider,https://www.youtube.com/@businessinsider,10500000,US,7928,6568287679,rejected,subscriber_out_of_range,"Business Insider is a global newsroom covering business, technology, and the economy. We help ambitious, curious people stay informed, understand the context, a"
UCXq95_U6b_YYsuQprLN2Zww,ToolSmarter,https://www.youtube.com/@toolsmarter-d6h,7,ZA,43,2930,rejected,subscriber_out_of_range,
UCvZNH8z8q38CJ3Cqe1PMLCw,Richard Echols,https://www.youtube.com/@richardbechols,802,US,105,56990,rejected,subscriber_out_of_range,"Self-taught software developer building apps in public. I picked up Claude Code, CLI tools, and full-stack development in just two weeks—and now I'm documenting"
UCfNm07udQegZ8ARK16oEj2A,aidrops,https://www.youtube.com/@5aidrops,3,,5,257,rejected,subscriber_out_of_range,
UCVgnNEYo2wqISgsYsYoP0VA,Forkcast,https://www.youtube.com/@fork_cast,242,IN,63,43928,rejected,subscriber_out_of_range,🚀 Discover the hottest trending repositories on GitHub—every single day.  We track what's gaining traction in the open-source community and break it down into q
UCKDjjeeBmdaiicey2nImISw,Brasil Paralelo,https://www.youtube.com/@brasilparalelo,5070000,BR,8531,707259514,rejected,subscriber_out_of_range,"A Brasil Paralelo acredita que o Brasil vai dar certo. E por meio de nossas produções trabalhamos para fortalecer em nossa cultura os valores e tradições que, n"
UC2T3tSo3y6c4FZ18DZ4YFDg,The Tech Compass,https://www.youtube.com/@thetechcompass-f5s,19,TR,341,21659,rejected,subscriber_out_of_range,"""Navigating Tomorrow's Tech, Today.""   "
UCt38_v712g6fPKuTB3WNpNw,Rolands Einstals,https://www.youtube.com/@rolandseinstals,9,,76,8700,rejected,subscriber_out_of_range,"I interview founders and operators building operational advantage with AI. Founder interviews, operational systems, automation breakdowns, and lessons from busi"
UCQxOTO4cAXjeZAyisXxLqQQ,रायसिंग सेनानी बेवफा सॉन्ग,https://www.youtube.com/@रायसिह_सनानी_बवफा_सॉनग,38,,10,65397,rejected,subscriber_out_of_range,
UCMMwXcj4gjWVD9vgIPt-4fw,AKB TECHNO ,https://www.youtube.com/@akbtechno,0,,1,11,rejected,subscriber_out_of_range,"Welcome to Akb techno! 🚀 Is channel par aapko milenge daily tech hacks, secret AI websites, smartphone tricks, aur aise digital shortcuts jo aapka ghanton ka ka"
UCASjoejheLaosYBIfXMfSyg,Kalina Nagorska,https://www.youtube.com/@kalinanagorska-n2e,19,,34,3181,rejected,subscriber_out_of_range,
UCmssVyP_GtoR_-KyM2S6LPg,Abhishek Kumar,https://www.youtube.com/@abhishekxbusiness,789,,50,359630,rejected,subscriber_out_of_range,Hello Guys I Am Abhishek And Here You Can Find Intresting Finance Knowledge  
UCvY_1Aon-HqSHzqWwvIU2zQ,Udaan Scholars,https://www.youtube.com/@udaanscholars,291,IN,39,47293,rejected,subscriber_out_of_range,"🎓 Welcome to Udaan Scholars — India’s Most Trusted Free Admission Counselling Platform.  We help students discover the best colleges, universities, and courses "
UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,https://www.youtube.com/@benshapiro,7030000,US,10278,4718801326,rejected,subscriber_out_of_range,"Ben Shapiro is a renowned conservative political pundit, syndicated columnist, lawyer, and NYT bestselling author. He is Editor Emeritus of news and opinion sit"
UCpcgKM8O3iI0JZ78zv7chFw,TechFluxus by Sukannya,https://www.youtube.com/@techfluxus,6,,4,2990,rejected,subscriber_out_of_range,Welcome to TechFluxus— your go-to channel for learning technology the easy way!  “Knowledge. Skills. Success.”  Whether you’re a beginner or someone looking to 
UCQPho5-2fT7xLeY5_c-yGNw,Sferro_ai,https://www.youtube.com/@sferroai_zp4,0,,2,669,rejected,subscriber_out_of_range,
UCipPA-ZHX6UYGH_Iyti1-Jw,Alibaba Cloud,https://www.youtube.com/@alibabacloud,4670000,SG,2061,241010824,rejected,subscriber_out_of_range,"Alibaba Cloud is a global leader in full-stack artificial intelligence services, offering state-of-the-art intelligent capabilities and a worldwide AI cloud com"
UC_rjJx5KdzI2ytB3MCC_iSw,AI Velocity,https://www.youtube.com/@aivelocityhq,2,US,6,2428,rejected,subscriber_out_of_range,"🚀 Welcome to AI Velocity  Welcome to AI Velocity, your destination for AI tools, artificial intelligence, automation, productivity hacks, and future technology."
UC8QGf7fMHYTG_0zMuw3-CJw,Facts by AI,https://www.youtube.com/@yuvannreddy,22,IN,13,3724,rejected,subscriber_out_of_range," Welcome to Facts by AI — your daily destination for the latest updates in Artificial Intelligence, future technology, and digital innovation and world facts He"
UCUFEAi6KQYdny93EmMJpSLw,𝑲𝒓𝒊𝒕𝒉𝒊𝒌𝒂 𝑺𝒆𝒍𝒗𝒊 𝑮𝒂𝒏𝒂𝒑𝒂𝒕𝒉𝒚​​​​​​​​​​​​​​​​ ,https://www.youtube.com/@thedesigirlinvidesh,23,,39,68602,rejected,subscriber_out_of_range,Mumbai to Hollywood 🇮🇳➡️🇺🇸 Helping Indians understand life in America Money |Life |Culture |Moving Abroad 📩 Collabs:thedesigirlinvidesh@gmail.com
UC8EkSRGIwU7Bdsop58IdM3A,CyberSafeByDami,https://www.youtube.com/@cybersafebydami,467,GB,333,231691,rejected,subscriber_out_of_range,Your go-to source for cybersecurity tips & tricks to keep you safe online. 
UCKAG0dVnOY5Z_ZlQHbZFWDw,Virality,https://www.youtube.com/@1virality,7,,17,2886,rejected,subscriber_out_of_range,"Virality breaks down the most powerful AI tools, business success stories, and future trends shaping tomorrow. New content daily."
UCAD2HpfQqk9syXARiYHUuLw,Blackflash,https://www.youtube.com/@blackflash740,2290000,IN,402,215618809,rejected,subscriber_out_of_range,✉️for business:- paidpromotionwithblackflash@gmail.com
UCIUbAw8kNeYttNMV79mazTw,plocalsnewshub,https://www.youtube.com/@plocalsnewshub,30,,213,33444,rejected,subscriber_out_of_range,"Daily breaking news in tech, cybersecurity, and the digital world. Short, sharp, and always up to date. Subscribe to stay ahead! "
UCXIJgqnII2ZOINSWNOGFThA,Fox News,https://www.youtube.com/@foxnews,15400000,US,139498,25732895304,rejected,subscriber_out_of_range,FOX News Channel (FNC) is a 24-hour all-encompassing news service dedicated to delivering breaking news as well as political and business news. A top cable netw
UClhfFIuiTZFk3WCrHY3dg_w,Wealth Workflow Studio,https://www.youtube.com/@wealthworkflowstudio,1,US,5,24,rejected,subscriber_out_of_range,"We create AI‑powered productivity systems, automation workflows, and wealth‑building frameworks designed for modern creators and professionals.  Through short‑f"
UC709hclecm3T8_3jkRWhG1Q,AI Tools Quest,https://www.youtube.com/@aitoolsquest,388,US,667,80311,rejected,subscriber_out_of_range," AI Tools Quest: Latest AI Tutorials, Tools & Hacks for Creators & Entrepreneurs  🚀 Your daily dose of the newest, smartest, and most powerful AI tools on the p"
UCJF3dzID8c8GI2IAILkhtng,FutureAi Ai,https://www.youtube.com/@futureaiai-j5k,1,,2,0,rejected,subscriber_out_of_range,
UCkVaTFPP7fRaptZK7J8SwCA,Fionn,https://www.youtube.com/@fionn-ai,352,,82,79889,rejected,subscriber_out_of_range,AXIII - AI Agents & Automations 🤝
UCjwM_bTjYwDwDR3ulLb0LDg,MICHEAL ,https://www.youtube.com/@techwithmike01,21,NG,9,2839,rejected,subscriber_out_of_range,"Welcome to Tech With Mike💡  Here, I teach simple and powerful computer and tech tips that make your digital life easier.  You will learn: 💻 Computer basics and "
UCFKbtSZGMATXIEopXSAj2_Q,Honourable Hustle Lab,https://www.youtube.com/@hustlelabofficial-g5o,1,,3,253,rejected,subscriber_out_of_range,🚀 Welcome to Honourable Hustle Lab! 💰 Money-Making Ideas 🤖 AI Tools & Useful Websites 📱 Tech Tips & Phone Hacks 🎯 Online Opportunities & Digital Skills Learn ho
UCgscEmTTfofVf2kK6DNTaGw,Onoriode Alexander,https://www.youtube.com/@onoriodealexander2328,89,,111,53270,rejected,subscriber_out_of_range,The Home of Fantasy 
UCSI8aOkEALv73-UvTJQfcUg,TharunVerse,https://www.youtube.com/@tharunverseofficial,46,,10,208,rejected,subscriber_out_of_range,"Welcome to TharunVerse — I’m on a journey to explore AI, truth, and inner growth — sharing what I learn to empower others.  🎯 Let’s think, learn, and create — t"
UCYeBoQSDrN0xb_QoibDsG_A,Indian Youth Congress,https://www.youtube.com/@indianyouthcongress,3040000,IN,39417,2784413025,rejected,subscriber_out_of_range,Indian Youth Congress is the largest democratic youth organisation in the world. With over 2 crore members the organisation works for youth empowerment in India
UC-s4awTr5ijGeNZPfMcmOzA,ZeroToAgenticAI,https://www.youtube.com/@zerotoagenticai,7,,121,4632,rejected,subscriber_out_of_range,"Daily AI automation tips, free tools, and passive income strategies. Learn how to build income streams with AI — no coding required."
UCRbqX1YnsW7vWoK9Gbonzuw,Ai with Abhinav,https://www.youtube.com/@aiwithabhinav-h3q,37,,2,338,rejected,subscriber_out_of_range,
UCuBr5voIzCGVJVYU_uOVZSA,The Clueless Guy ,https://www.youtube.com/@thecluelessguy-w1d,243,IN,156,223183,rejected,subscriber_out_of_range,#shorts #youtubeshorts #ai #aipodcast #babypodcast
UC_gUM8rL-Lrg6O3adPW9K1g,WION,https://www.youtube.com/@wion,10500000,IN,283820,6819828155,rejected,subscriber_out_of_range,"WION -The World is One News, examines global issues with in-depth analysis. We provide much more than the news of the day. Our aim to empower people to explore "
UC3uAPe1hZo6xnuMqHFU8wNQ,AzthNews,https://www.youtube.com/@azthnews,94,,74,25015,rejected,subscriber_out_of_range,"Tin công nghệ, AI & những gì đang thay đổi thế giới"
UChQEUKQL4aowahhxebm8IRQ,LoopHoleDigitals,https://www.youtube.com/@loopholedigitals,25,,118,5853,rejected,subscriber_out_of_range,
UC_ic541COM76YzqJbqta7WA,Adewale Ogunsina,https://www.youtube.com/@welanaija,85,NG,112,24470,rejected,subscriber_out_of_range,"Learning Education Technology - shares practical ideas, AI tools, and digital resources that help educators, professionals, parents, and learners grow in today’"
UC9stoiDj8QU4mtgB27mscLA,New_Tech1358,https://www.youtube.com/@new.tech1358,321,PK,119,21492,rejected,subscriber_out_of_range,"Welcome to New.tech — AI Tools, Tech Hacks & Future Innovation  Want to save time, automate boring tasks, and discover the most powerful AI tools before everyon"
UCD7i60LRcTjqC6st3HcKU6w,WHAT’S  REALLY  GOOD ?,https://www.youtube.com/@whatsreallygoodtheshow,171,,100,42300,rejected,subscriber_out_of_range,"Conversations About News,  Entertainment & Pop Culture "
UCyGz1OS1Jn88OblrMOaqMlg,AI You Should Know About,https://www.youtube.com/@ainewsyoushouldknow,59,US,120,48930,rejected,subscriber_out_of_range,"Stay informed on the latest headlines shaping the world of AI and Technology. Every week, Daniel Hill and Ashley Coffey break down four key AI news stories, exp"
UC8wXC0ZCfGt3HaVLy_fdTQw,Digital Trends,https://www.youtube.com/@digitaltrends,1370000,US,7715,485653013,rejected,subscriber_out_of_range,Welcome to the official Digital Trends YouTube channel! Digital Trends was founded in 2006 with a simple mission: Give readers the tools and insight they need i
UCnUtVe_iBC5zkIfJ_HpeFQA,NHI Mgmt Group,https://www.youtube.com/@nhimgmtgroup,268,GB,280,44875,rejected,subscriber_out_of_range,https://nhimg.org  The Non-Human Identity Management Group is a community focussed on helping solve and manage the significant risk exposure from Non-Human Iden
UC862GB2hJDBZO1deadnq43g,新ニーサン,https://www.youtube.com/@新ニーサン,10,,563,33753,rejected,subscriber_out_of_range,
UCNqXBkUxDcN3czH2nxCdxuA,Binaya Creation ,https://www.youtube.com/@binayatimeuse,5,,25,4335,rejected,subscriber_out_of_range,"Welcome to Binaya Time Use! 🚀 This channel is dedicated to helping you master essential tech tools, build high-value digital skills, and unlock your creative po"
UCjzGJnQur0fsqg7r6kkFB6w,Cibo Taste@,https://www.youtube.com/@cibotaste6,221,LK,25,42362,rejected,subscriber_out_of_range,Welcome to Cibo Taste! 🇱🇰 ✨🫡  Ditch the boring food reviews! We are here to bring you a whole new vibe of tasting. Get ready for ultimate treat experiences pack
UCKWaEZ-_VweaEx1j62do_vQ,IBM Technology,https://www.youtube.com/@ibmtechnology,1710000,US,1665,120491125,rejected,subscriber_out_of_range,"Whether it’s AI, automation, cybersecurity, data science, DevOps, quantum computing or anything in between, we provide educational content on the biggest topics"
