channel_id,name,url,subscribers,country,videos,views,japan_ai_score,locale_reason,status,reject_reason,description
UCm2Fz7aL464TC_0uG_yagng,kumparan,https://www.youtube.com/@kumparan,2200000,ID,45588,1007604370,1,ai_keywords:AI,rejected,subscriber_out_of_range,Bicara Fakta Lewat Berita  Instagram: https://instagram.com/kumparancom  TikTok: https://www.tiktok.com/@kumparan Facebook: https://facebook.com/kumparancom X: https://x.com/kumparan Email: info@kumparan.com
UClRQ_q3uE62Ixlx-8gYCsAw,クロノITチャンネル,https://www.youtube.com/@chronoit,5980,JP,219,508975,8,"country_jp,japanese_text,ai_keywords:AI/生成AI/ChatGPT/LLM",accepted,,"IT、AI、プログラミングに関する様々な情報をご紹介！ 初心者向けからニッチな分野まで、既に最前線で活躍しているエンジニアはもちろん これからプログラミングやAIを学ぶ人にもわかりやすく紹介するチャンネルです！  【ITやAIやプログラミングを何でもご紹介】 AI - ChatGPT, LLM, 生成AI プログラミング - フロント, バックエンド, インフラ, DevOps, オープンソース, ライブラリ スマホ - iOS, An"
UCmCcoVD8ya5ie59lfrbWkWg,Mappy Photo,https://www.youtube.com/@mappyphoto,220000,JP,965,22453708,5,"country_jp,japanese_text",accepted,,Mappy Photoは、えりな（動画出演）とたじ（動画編集）の2人組です。  こちらのチャンネルでは、フォトグラファーやWebデザイナーには必須の技術PhotoshopやLightroomについて、初心者でもPhotoshopを使いこなして作りたいものが作れるように、基礎から応用までのチュートリアルを発信中です。  モットーは”かつてPhotoshopに挫折した自分たちのような人が、楽しく独学できるよう手助けをする！”  週3回月・水
UCZrHZWnsovLXwV7zD5RARtQ,データ整理について、色々と語っております。,https://www.youtube.com/@onedata株式会社,12,JP,276,55126,5,"country_jp,japanese_text",rejected,subscriber_out_of_range,
UCkGLrmsLmkcGNkqRL7oKeGw,tokyodynamaiteyukio,https://www.youtube.com/@dynamaiteyukiotokyo,14,JP,96,4548,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,#DeepSeek #AI画像 #プロンプト作成 と#GROK #Lite #AI動画生成
UC5_2We-HeVdEeHcIyfmMHOg,Ed Hill | AI Automation,https://www.youtube.com/@edhillai,79700,DE,190,5989115,1,ai_keywords:AI,rejected,not_japan_ai_enough,👇 Want to learn AI Automation?
UC90ZUXgySIW-F-Hjvdw0bMQ,ひな│SNS×AI攻略,https://www.youtube.com/@hina_ai_888,11,,11,5728,5,"japanese_text,ai_keywords:AI/生成AI/ChatGPT",rejected,subscriber_out_of_range,SNS×AI（TikTok・YouTube）攻略🌷  初心者🔰でもできるAI活用法を発信  ChatGPT・動画生成AIを使って SNS発信や動画作りをもっとラクに✨  ・再生数アップのコツ ・そのまま使えるテンプレ ・時短できるAI活用法  を分かりやすくお届けしています😊  ✅【AI×SNSで楽しく発信を続けるガイド】  このチャンネルは  「SNSを頑張りたいけど何から始めればいいか分からない」 「AIを使って効率よく発信したい」
UCgkPvYGugCNR3KzloDWFuMw,A.I. Tokenomics Over50,https://www.youtube.com/@aitokenomicsover50,87,,269,16603,1,ai_keywords:AI,rejected,subscriber_out_of_range,"Educator Counselor empowering women over 50 to understand Tokenomics, blockchain and how to talk to AI."
UCoVr_e3qWGiVVr52bDujq2A,Dann Paker AI,https://www.youtube.com/@dannpakerai,33,US,160,29006,2,ai_keywords:AI/Claude,rejected,subscriber_out_of_range,"I build real AI systems for businesses using automation, cloud infrastructure, and AI agents.  On this channel, you’ll learn how to:  Build AI workflows that save time Automate lead generation and content creation Deploy"
UC21BW3St5rPtWoNH7W4r8pw,osama helal,https://www.youtube.com/@osama_azm7,13,EG,7,179,1,ai_keywords:AI,rejected,subscriber_out_of_range,أنا أسامة هلال، شاب عمري 16 سنة مهتم بمجال الذكاء الاصطناعي وبحاول أبني مستقبل ودخل من الإنترنت قبل الثانوية العامة. بشارك محتوى عن AI Automation و Prompt Engineering و AI Agents بطريقة بسيطة وسهلة لأي مبتدئ. هدفي هو تبس
UC_jLdHQKYiUU4IE3cUP8K5g,dw,https://www.youtube.com/@dw9149,2570,,12636,1413036,2,japanese_text,rejected,not_japan_ai_enough,Web顧客管理・販売管理 各種Webデータベース・Web業務システム・ソフトウェア開発 
UCRCJACvqCJPOHbb9A-QNjeA,Patents Demystified,https://www.youtube.com/@patentsdemystified,14100,US,356,917755,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Dylan O. Adams is a practicing patent attorney and partner at an AMLaw100 law firm practicing out of its Seattle office. He is author of the best selling book, Patents Demystified, which is an insider's guide to protecti"
UCbOtbc4UWopoUZ3qUp2mmuQ,AI時代の羅針盤 門脇明日香,https://www.youtube.com/@asuka_ai-compass,885,JP,220,205881,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,♦︎AI時代を生きるすべての人へ このチャンネルでは、AI活用の専門家である「門脇明日香」が、 最新AIのニュース・実務で使える活用術・仕事やビジネスを加速させる思考法をわかりやすく解説します。  AIは“触るだけ”では結果が出ません。 正しい考え方と使い方を身につければ、仕事効率化から収益化まで誰でも実現できます。 このチャンネルでは、そのための知識とノウハウを体系的にお届けしています。  ●門脇明日香のプロフィール ・東京大学大学院
UCM-MHaHEKsQJOvHiV9k8jPg,Three Buddy Problem,https://www.youtube.com/@ryanaraine,1540,US,539,162970,1,ai_keywords:AI,rejected,not_japan_ai_enough,"The Three Buddy Problem is a popular Security Conversations podcast that goes beyond industry talking points to discuss what others won’t -- nation-state malware, attribution, cyberwar, ethics, privacy, and the messy rea"
UCcIeotMTE0gZtgcNUnhl2Kw,The AI Productivity Coach,https://www.youtube.com/@aiproductivitycoach,26000,,184,1977294,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Want more time for the things you actually care about?  I'm Cian, The AI Productivity Coach—and I’m here to help you get it.  This channel is your go-to space to learn AI in a way that’s practical, human, and actually fu"
UC9DCLuohbX47Z7xO7Xp9jYw,りゅう【SNS × ai活用】,https://www.youtube.com/@ryu_sns,5410,JP,209,1718212,7,"country_jp,japanese_text,ai_keywords:AI/生成AI",accepted,,【AI×SNS収益化】53歳・経営者から無職へ。月45万〜120万を稼ぐ「再起のロードマップ」  上がらない給料。迫る学費。溢れる情報。見えない正解。  「もう若くない。遠回りはしたくない。最短距離で正解を知りたい」  このチャンネルは、かつての私と同じように、 「後がない状況から、自らの力で道を切り拓きたい」  と願う本気の方のための場所です。  ■ 2025年6月。経営していた会社が倒産。 53歳にして突如、無職へ。 大学生の子供が
UC77fQXunXMKKvjyMy1aaYhw,Олег Стефанов,https://www.youtube.com/@stepoleggg,28100,ID,26,1697890,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Йоу. Здесь я тестирую AI-инструменты, пробую запускать свои микро-проекты. Подписывайтесь на телеграм-канал, там самая оперативная информация, новости моих проектов и обзоры всего что я использую для разработки.    https"
UCMcqa1Sc40vLEG2w4EqSUmw,Saral Guide,https://www.youtube.com/@saralguide,392000,US,3805,12674113,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Welcome to Saral Guide, your trusted companion for uncomplicated solutions to everyday challenges encountered in the digital realm. At Saral Guide, we recognize the complexities of navigating modern technology and aim to"
UCz_xT8VBmzTvBd6c2FkjZ1g,あろ会社員のAI時短術,https://www.youtube.com/@あろ会社員のai時短術,42,,30,40483,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,👇リンクタップで237🎁大特典GET  AIの最新トレンドや、今日から使える実践テクニックを 分かりやすく発信するチャンネルです。  難しく感じるAIの世界を 「なるほど！」に変えることをテーマに、 初心者でも理解できる解説をお届けしています。  ✔ AIツールの使い方 ✔ SNS・動画制作への活用法 ✔ 作業効率を上げるアイデア ✔ 話題のAI情報をやさしく解説  「何から始めればいいかわからない」 「AIをもっと身近に使いたい」 そ
UCzIsviqoJc-VcWqF5Pp8iLw,Brendan Jowett,https://www.youtube.com/@brendanautomation,45200,AU,242,2024220,2,ai_keywords:AI/Claude,rejected,not_japan_ai_enough,"Helping Everyday People Master AI 🤖  I'm Brendan Jowett, an Australian entrepreneur and founder of Inflate AI, an AI Automation Agency I started in 2023 to build AI Voice Agents for businesses.  On this channel, I teach "
UCZjhdni_cbm0wSKG7Yi-ceg,Mil Cerebros | ChatGPT y Codex Desde 0,https://www.youtube.com/@milcerebros,70,,75,24112,2,ai_keywords:ChatGPT/Codex,rejected,subscriber_out_of_range,"🧠Te enseño a usar ChatGPT y Codex para pensar mejor, trabajar mejor y resolver tareas de todos los días. Empieza aquí👇 "
UCoSPrMogbUBX63n-epoSPBA,"テクトレ - テックの""今""を3分でキャッチアップ",https://www.youtube.com/@tech-trend-zunda-metan,311,JP,219,35901,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,テクトレは、最新のテック情報を3分でキャッチアップできるチャンネルです。GitHub Trending、AI、OSS、開発ツールなど、エンジニアが知っておきたいトレンドをずんだもんと四国めたんがわかりやすく解説します。  【更新スケジュール】毎週 月・水・金  【こんな人におすすめ】 - 最新の技術トレンドを効率よくキャッチアップしたいエンジニア - GitHub Trendingの注目リポジトリを日本語で知りたい方 - AI・OSS・
UCBUXzfPTIxethS_CJhcMCzA,AIクリエーターの道 | AI技術とニュースで学ぶ,https://www.youtube.com/@aidoshi,557,JP,179,47927,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,🧠 AIニュースと技術で、未来を深く理解するチャンネルです。 最新のAI動向と、その背後にある仕組みを、美しい図解とアニメーションで直感的に学べます。 ツールの操作解説ではなく、「なぜそうなるのか」を重視した技術・概念解説に特化しています。 
UCWjUaQAQKLOSAVO6UOIt0Jg,たけさん,https://www.youtube.com/@takesan64,40,JP,33,21173,5,"country_jp,japanese_text",rejected,subscriber_out_of_range,
UCD_ih1_S3rY3GE_lCq7mX-A,Alex Tavi,https://www.youtube.com/@alextavy_ai,8430,,181,1111918,1,ai_keywords:AI,rejected,not_japan_ai_enough,🔥 AI Strategies & Tools 🚀 Implementing AI into life/work (with real cases)  🦄 Building the next GenAI tool for business process 🔜
UCuwpzP90g1LuGk6JUNms_AQ,Metics Media,https://www.youtube.com/@meticsmedia,613000,CH,235,39996950,0,,rejected,not_japan_ai_enough,"Welcome to Metics Media – your go-to source for in-depth tutorials on the best website builders and online platforms. Whether you're creating your first website, launching an online store, expanding your business, or sim"
UC6VZOUEsw_F_yPTcta8h5PQ,尾形浩希,https://www.youtube.com/@agent100-doc,0,,9,581,2,japanese_text,rejected,subscriber_out_of_range,👇今すぐプロフィールのリンクをクリック、またはLINEで検索して無料ガイドを受け取ってね！        ID検索：【@278tmcvr】（呼吸スィング研究所） 
UCflcDmwWggSsgy6H_CDaVSg,0から1億円を目指す他者貢献な建設業 和高組,https://www.youtube.com/@wakougumi_co_ltd,715,JP,693,728372,5,"country_jp,japanese_text",rejected,subscriber_out_of_range,0から1億円を目指す他者貢献な建設業 和高組チャンネル！ あなたもまずは1億円の売上を狙いましょう！  株式会社 和髙組 わこうぐみ 当社の経営理念は【他者貢献】です！ 大分県大分市の足場や解体工事をメインに行っている建設業です！  大分県内の古くなった家屋の解体や新築前のお家の解体工事の御見積りは完全無料です❗ 他者貢献を世界に届けます🌈✨ 【HP】http://www.wakougumi.com/ 　 #大分県 #大分市 #解体工事
UC4wbCxRPSrkbp5BNsNczbIQ,ZazenCodes,https://www.youtube.com/@zazencodes,14900,CA,302,1037618,1,ai_keywords:AI,rejected,not_japan_ai_enough,Teaching AI Engineering - I make videos for data professionals like you.  Want to level-up faster? Check out my courses on zazencodes.com 
UCHfu6S-0q4uCy9j6jSKVHvg,System Pros,https://www.youtube.com/@systempros,9,,68,4524,1,ai_keywords:AI,rejected,subscriber_out_of_range,Streamline Your Business with One Powerful Platform The #1 Marketing Platform for: AI Calling Marketing & Engagement Sales & Customer Communication Employee & Team Management Communication & Productivity Tools Say goodby
UCNqEL9Gx-mOFmLUMhCqhmTQ,Guilherme Diaz-Berrio,https://www.youtube.com/@guiberrio,59,GB,48,5331,0,,rejected,subscriber_out_of_range,"Head of Marketing Analytics turned educator. I spent years telling CMOs where their millions were actually going — now I teach marketing scientists, analysts, and leaders how to do it themselves. Author: ""Data Analytics "
UC1tK7xVoBBrgFxs6O0sangQ,Altus HighLevel,https://www.youtube.com/@altushighlevel,38,,56,6922,1,ai_keywords:AI,rejected,subscriber_out_of_range,"Welcome to Altus HighLevel — The ultimate technical resource for mastering GoHighLevel (GHL).  Run by Altus (from the Altus AI channel), this channel is a dedicated library for Agency Owners, SaaSpreneurs, and Automators"
UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,https://www.youtube.com/@la_inteligencia_artificial,712000,ES,1841,48874221,0,,rejected,not_japan_ai_enough,"Soy Jon Hernández, divulgador de Inteligencia Artificial.   Hace algo más dos años la IA se cruzó en mi vida y me hizo explotar la cabeza. Desde entonces, se ha convertido en una pasión absorber todo lo que sucede con es"
UCjHoOWX0xMwxf5DRwrNhrGg,Prograamer (A Programmer),https://www.youtube.com/@prograamer,3580,IN,133,718988,3,ai_keywords:AI/ChatGPT/Claude,accepted,,"Learn to build real apps with AI — faster than you ever thought possible.  I'm Aamer. I teach software engineers how to use Claude Code  and the latest AI tools to build, deploy, and ship production-ready  apps — with re"
UCky5wOuxlLz9iV0IOVxIFLA,CodingXpert,https://www.youtube.com/@codingxpert,4620,IN,633,1089108,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Welcome to CodingXpert where you can learn free Computer Programming Development career courses such as iOS Application Development, Python, Android Application Development in easy-to-understand language from our technic"
UCAQ6opO7bjssD7ufbXTQYcA,ひろゆき【SNS×AI攻略】,https://www.youtube.com/@hiro_tiktok_888,4390,,165,1564101,3,"japanese_text,ai_keywords:AI",accepted,,初心者🔰でもできるAI×TikTok活用術を発信 SNS運用30万達成者15人 SNS×AI攻略237特典を無料でプレゼントしています。  【TikTok】🔽 www.tiktok.com/@hiro_tiktok_0111  - - - - - - - - - - - - - - - - - - - - - - - - - - 【LINE公式アカウント】🔽  👇AIとSNSが学べる237本の動画講義無料🎁 https://utage-
UCzOqJcyomZlLBuFyE53IDdQ,ClickFix Tech,https://www.youtube.com/@clickfixtech,9160,PK,106,1363516,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Feeling lost in the world of tech? ClickFix Tech is here to be your one-stop shop for clear, concise, and easy-to-follow How to videos! Whether you're struggling with your phone, computer, or any other gadget, we've got "
UCNkMBU2udQllLT_3uuzayEw,Editxpro 🥇,https://www.youtube.com/@editxpro-x9i,1210,,577,1095370,1,ai_keywords:AI,rejected,not_japan_ai_enough,Welcome to My channel 🙏   EditXPro — AI Photo Edits • Epic Visuals 📸 Realistic AI Scenes + Cinematic   Storytelling 🎬 Trending Shorts • Viral Concepts • Daily Creativity  📲 Follow for Next-Gen AI Magic  📍 Daily 4 shorts 
UCuS26YCwztJJebH9rqba1yg,Ryan Doser,https://www.youtube.com/@ryandoserai,36000,US,955,2705448,3,ai_keywords:AI/ChatGPT/Claude,accepted,,"I help marketers, solopreneurs, and business owners use AI to actually grow their business — not just play with shiny tools.  Most AI content is hype. I only cover what I've tested, built, or broken myself. No theory. No"
UCUCra5phWA_tdet9NlVRR2Q,BARRY WILL FIX ,https://www.youtube.com/@barryfixer,3210,US,4375,239490,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Hi I'm Barry. (its a girls name)  I know how to do literally anything :) hit subscribe to gain a portion of my (huge) knowledge   For sponsorships, collaborations ect ytcefn@gmail.com "
UCz0SS4o79KmEdaHUSZ0XWCQ,建築 AI Studio,https://www.youtube.com/@buildaistudio2014,6140,JP,10,171483,6,"country_jp,japanese_text,ai_keywords:AI",accepted,,建築経営者がAI活用法を発信しています！ 「書類が終わらない」「家族との時間が取れない」—— そんな毎日を変えたくて、AIを使い始めました。  16歳から塗装職人 → 22歳で独立・会社設立。現在35歳の塗装会社経営者です！ 職人、現場管理、経営と、建設業界のいろんな立場を経験してきました。  今は事務作業に追われる日々ですが、 AIを使い倒すことで少しずつ自分の時間を取り戻しています！  「建設業にAIなんて関係ない」って思ってました
UCKAnlsYZnqSq8iLOdxoITpQ,DotNet Real world example,https://www.youtube.com/@dotnetrealworldexample,9770,IN,500,879622,2,ai_keywords:AI/LLM,rejected,not_japan_ai_enough,"The channel where practical .NET engineering meets modern AI, event‑driven design, and full‑stack product development. Every episode walks you through real projects and production patterns so you can build, test, and shi"
UCLmhzkvZHLixHQaTmNKoHKg,Francis L Campbell | AI for Non Techies,https://www.youtube.com/@francislcampbell,777,US,63,96984,1,ai_keywords:AI,rejected,subscriber_out_of_range,Helping Non-Techies Navigate the World of AI | sponsorships@francislcampbell.com 
UCp-vBtwvBmDiGqjvLjChaJw,ZeroCho TV,https://www.youtube.com/@zerochotv,57700,KR,1814,13915402,0,,rejected,not_japan_ai_enough,"6.8만명이 수강한 제로초 강좌/로드맵 통합 링크! https://www.zerocho.com/lecture https://www.zerocho.com/lecture  의지력이 약해 다른 사람들과 함께 수강하고 싶다면! + 고민상담, 질문도 하고 싶다면 3천명이 모여있는 제로초스쿨에서! https://www.zerocho.com/slack https://www.zerocho.com/slack"
UCdKud9J2tKN7NJ8AbhOTYjQ,りんねおねんね🐱💤,https://www.youtube.com/@llrinnell,3570,JP,116,399889,7,"country_jp,japanese_text,ai_keywords:AI/生成AI",accepted,,はじめまして！ AI推進派ゲーミングぴんくねこみみ概念りんねおねんねです！ 2025年8月にデビューしたセルフ受肉の個人勢Vtuberです！  AIが大好きでAIと一緒にいろいろなことにチャレンジしてます！  少しでも誰かの元気になったりお役に立ててたらいいな！  動画や配信の内容は、  ▶️雑談（マシュマロのお返事含む） ▶️画像生成AI、加筆、手描き、アナログ話 ▶️いろんなAI関連の話 ▶️かわいいフリーBGMの配布 ▶️好きなゲ
UC5ED20c4fpv5B-sc3o2_DfA,Zohoトレーニング【船井総研】,https://www.youtube.com/@zohoトレーニング船井総研,9010,JP,179,13507,5,"country_jp,japanese_text",accepted,,【🔔Zoho（ゾーホー）の使い方をイチから解説する専門チャンネル🔔】  🌟Zoho導入支援実績800社以上🌟 🌟最上位のZohoプレミアムパートナー🌟  そんな悩みを持つ実務担当者様に向けて、Zohoの設定手順や活用ノウハウを動画で分かりやすくレクチャーします。  ✅このチャンネルで学べること✅  ･Zoho CRMなどの各アプリの基本操作と設定 ･Zoho製品の最新情報 ･船井総研流活用ノウハウ･導入事例  #船井総研 #船井総合研究
UCqAcwA9Y2MuSvdb32DXLn4w,IMH | AI & Tech,https://www.youtube.com/@imhmediaworks,653,IN,72,12415,1,ai_keywords:AI,rejected,subscriber_out_of_range,"Practical AI, crypto, and tech — explained so you can actually use it.  I break down the tools, trends, and shifts that are changing how we work and build: AI tools and how to get real output from them, generative AI tre"
UCHuiy8bXnmK5nisYHUd1J5g,NVIDIA,https://www.youtube.com/@nvidia,2210000,US,2653,579986104,1,ai_keywords:AI,rejected,subscriber_out_of_range,"Since its founding in 1993, NVIDIA (NASDAQ: NVDA) has been a pioneer in accelerated computing. The company’s invention of the GPU in 1999 sparked the growth of the PC gaming market, redefined computer graphics, ignited t"
UCRYFcM6ZKMfnq2x7wWQ3KGg,Ibrahim Khalil,https://www.youtube.com/@ibrahim-khaliiil,13700,EG,366,779413,0,,rejected,not_japan_ai_enough,قناة متخصصة للاتمته بالذكاء الاصطناعي
UCF6dYf-uzbaS7-OrA18DmtQ,10分でテック,https://www.youtube.com/@10min-tech-ai,301,JP,328,156477,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,  エンジニア向けIT最新ニュースを毎日10分でお届け。   AI / Flutter / Web / インフラ / セキュリティなど、   海外・国内ソースから厳選した5本+深掘り1本を解説します。 
UCUzEa34t9fzIo8k2czgsjfA,あいまる / iPhone×AIで毎日を効率化,https://www.youtube.com/@aimaru_ai_iphone,17800,JP,219,1336626,7,"country_jp,japanese_text,ai_keywords:AI/生成AI",accepted,,iPhoneとAIを活用して、日々の仕事や生活にある「地味に面倒な作業」を効率化する情報を発信しています！ 専門知識がなくても今日から真似できる具体的な活用法を、実際の操作画面と一緒に丁寧に解説します。  【チャンネルを始めたきっかけ】 私自身、かつては日々のタスクに追われ、特に文章作成や連絡対応などの「ゼロから考える作業」に限界を感じていました。 最初は独学でAIを試しましたが、自分の仕事にどう活かすべきか分からず、触ってはみたものの
UCySpeL658a2wUYNYyrvEExQ,AI事務のIDEさん,https://www.youtube.com/@aijimu_ide,116,JP,37,4608,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,🤖 中小企業のバックオフィス業務を劇的に効率化するAI活用法をお伝えしています！  👩‍💼 井出明子（税理士・経理実務20年のベテラン）が、明日から使える実践的なAI事務術をわかりやすく解説。  📺 毎回15分で学べる実用的なコンテンツ 💡 Excel×AI、経理業務自動化、データ分析など 🎯 AI初心者の中小企業従業員の方におすすめ  #AI活用 #事務効率化 #経理業務 #中小企業 
UCQvin4SCiLWYSCBFP99oXIQ,Helyz Space,https://www.youtube.com/@helyzspace,3620,US,48,147033,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Welcome to Helyz Space — the home of cinematic AI short films and the technical blueprints behind them.  This channel is where high-fidelity AI filmmaking meets practical execution. Here, you will find original AI-genera"
UCqdbSXCheCf6els8UVROrig,AIアプリ試作室,https://www.youtube.com/@ai_app_manga,14,,6,319,5,"japanese_text,ai_keywords:AI/ChatGPT/Codex",rejected,subscriber_out_of_range,AIやアプリ開発の最新情報を、実際に触りながらわかりやすく紹介するチャンネルです。  ChatGPT、Gemini、CodexなどのAIツールを使って、アプリ作成、業務効率化、資料作成、自動化などにどう活かせるのかを検証します。  AI初心者の方でも楽しめるように、難しい専門用語だけで終わらせず、実画面での操作や試してわかった注意点も含めてお届けします。 
UCRaivsp3n8fIJsyy9LKDRWw,Tech and AI Insights,https://www.youtube.com/@techinsightswithhelen,2150,,168,474250,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Explore AI Tools That Boost Productivity   Welcome to my channel — your go-to place for discovering the best AI tools that save time, increase efficiency, and help you work smarter.  Each week, I create clear, practical "
UCkpzw41zi6hPb3KUAgzvSxQ,King Charles Tv,https://www.youtube.com/@thekingcharlestv,168000,NG,469,7570515,1,ai_keywords:AI,rejected,not_japan_ai_enough,"SUBSCRIBE FOR A FREE GIFT! Join My Telegram to Claim it.  Hi... I'm Charles, and I help creators, marketers, and businesses grow faster using the power of AI.  On this channel, you’ll learn how to use the latest AI tools"
UCisaHnBrJzPtxd5PcCOoSSw,Tech Field Day Plus,https://www.youtube.com/@gestaltitvideo,8110,US,3204,716390,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Tech Field Day Plus gathers IT technical experts to discuss key concepts in the Enterprise IT industry through podcasts, video interviews, event takeaways, and more, featuring a variety of perspectives from members of th"
UCTrQ0_x2whvmOtM_1qYLUWg,Solution Base,https://www.youtube.com/@solutionbase29,7200,US,2848,335815,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Welcome to my channel! Here, you'll learn step-by-step guidance on how to use various software, applications apps and user-friendly day to day guides.  If you have any questions, drop them in the comments — I'm here to h"
UCDfSs8Yq3oXV_iPmYI2dgnQ,AI速報ラボ,https://www.youtube.com/@ai速報ラボ,5,,7,4325,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,AI速報ラボへようこそ。  このチャンネルでは、AI・テクノロジー・インターネットの最新ニュースを、短時間でわかりやすくお届けします。  AI、スマートフォン、SNS、最新サービス、ガジェットなど、これからの仕事や生活に関わる話題を中立的な視点で解説します。  「何が起きたのか」 「なぜ注目されているのか」 「私たちにどんな影響があるのか」  をわかりやすく発信しています。  最新テクノロジーを効率よく知りたい方は、ぜひチャンネル登録を
UCmlEJU-dRLYddZHC1RLzREA,AI相談所【公式】,https://www.youtube.com/@aiconsultation,13,,11,375,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,AIへの恐怖心を完全に消し去り、一緒に伴走していく姿勢を最も熱く伝える、おすすめの文章です。  【AI相談所へようこそ！】  「AIが便利なのは知っているけど、難しそうで何から始めればいいか分からない…」 「専門用語ばかりで、ついていけない…」  そんな中小企業の社長さんや個人事業主の方のための、世界一敷居の低いチャンネルです。  当相談所では、難しい理論やITの専門用語は一切使いません！ まるで近所の電器屋のおじさんに相談するような感
UCfmz_Hi-G7sushJ_3mhLYvg,The Cloud Girl,https://www.youtube.com/@pvergadia,48900,US,253,2078331,1,ai_keywords:AI,rejected,not_japan_ai_enough,"I share about cloud, AI and tech career content on this channel. Want to collab, please reach out to contact@thecloudgirl.dev"
UCb2asLeRClL7g4NQ_vxHX6Q,AI Decoded,https://www.youtube.com/@aidecoded23,5,,9,726,1,ai_keywords:AI,rejected,subscriber_out_of_range,"Breaking down the biggest AI stories, future technology, and digital trends shaping the world.  Fast-paced AI news, shocking tech developments, and the future of work explained in form of content.  "
UCfOvNb3xj28SNqPQ_JIbumg,Discover AI,https://www.youtube.com/@code4ai,89100,AT,1417,6628197,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Let's explore the true scientific frontiers of AI. Focusing on the groundbreaking work being done by researchers and innovators across the globe - those applying AI to solve real-world problems in industry, biomedicine, "
UCkIUH64z5NehiVNLxWdX9WA,ちわたんのAI研究所,https://www.youtube.com/@chifuachifua_ailabo,14,,13,501,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,AIに関連する有益な情報を0から始める初心者向けに発信します！！
UCNICLDrokfu0zI7CDz4gqZQ,AIエージェントチャンネル / Kawaru,https://www.youtube.com/@aiagent-kawaru,2160,JP,18,116301,7,"country_jp,japanese_text,ai_keywords:AI/エージェント",accepted,,
UCZyfArJyrMs6KR4UAitxA5A,Robot & AI Report,https://www.youtube.com/@robotaireport,5790,US,121,8510,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Robot & AI Report delivers daily news and updates about artificial intelligence, robotics, and emerging technologies.  We cover the latest breakthroughs in AI research, humanoid robots, automation, machine learning, and "
UC5grEZdq4Kz5gtjlHBf-P_A,やまAI_SNS,https://www.youtube.com/@yama_ai_sns,4580,,383,6187425,3,"japanese_text,ai_keywords:AI",accepted,, 🎁↓SNS✕AIが学べる豪華258本の動画講義↓🎁
UCgwv7JsLDvGTtRdFI4TVRQw,ハム先生のAI教室【AI動画の実務活用】,https://www.youtube.com/@ham_ai_skill,31600,JP,52,1852846,6,"country_jp,japanese_text,ai_keywords:AI",accepted,,✅実務に役立つAI動画の最新情報を、日本一わかりやすく解説します！ 次回：6/13「Genspark」完全解説  ▼【法人様向け】お仕事のお問合せは以下までお願いいたします。 メール：koki.ito@eosai.jp ※対応例：出版、イベント登壇、AI動画制作(CM/PV/MV)、AI研修、AI顧問など  ＜現在の活動＞ ハム先生のAI教室「AI動画の実務活用」 ・AI映像制作 / AI研修 / AI顧問を法人向けに提供 ・Googl
UC4VYBuzrr57my7SI77K5Q-w,Tech DeepDive,https://www.youtube.com/@deepdive-dj,51,JP,23,834,5,"country_jp,japanese_text",rejected,subscriber_out_of_range,プログラミングや好きなことを垂れ流しています。
UCjzPilW8vIOoj1MLhaRTlug,Zach Sells AI,https://www.youtube.com/@zachsellsai,2170,,94,90038,1,ai_keywords:AI,rejected,not_japan_ai_enough,17 y/o AI entrepreneur ⬇️ Join my Skool ⬇️  -------------------------------------------------------  Goals: $10k MRR by March 1st 2026 ✅ (Achieved Feb 2nd 2026)   
UCkG_fOa3TilX4LPeh5dP4pQ,リリ |  AI活用術,https://www.youtube.com/@riri_tiktok_ai,10,JP,20,25136,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,フォローするだけでAIマスター💡 SNS総フォロワー13万の中の人 🎁↓AI×TikTokが学べる213講義↓🎁 
